# dt=0.01, m=1.00, gamma=1.00, R=50.00
# t	 x	 y	 vx	 vy
1.54	8.25	8.16	2.10	0.74
1.55	8.27	8.16	2.02	0.70
1.56	8.29	8.17	1.62	0.82
1.57	8.31	8.17	1.81	0.26
1.58	8.33	8.17	1.75	0.07
1.59	8.35	8.17	1.93	-0.07
1.60	8.36	8.18	1.64	0.49
1.61	8.38	8.18	1.37	0.48
1.62	8.39	8.19	1.37	0.64
1.63	8.41	8.19	1.18	0.21
1.64	8.42	8.19	1.00	0.42
1.65	8.43	8.20	1.03	0.33
1.66	8.44	8.20	0.67	0.25
1.67	8.44	8.20	0.29	0.21
1.68	8.44	8.21	0.69	0.25
1.69	8.45	8.21	0.99	0.25
1.70	8.47	8.21	1.66	0.41
1.71	8.48	8.22	1.09	0.32
1.72	8.49	8.22	0.77	0.63
1.73	8.50	8.23	0.59	0.99
1.74	8.50	8.24	0.37	0.66
1.75	8.50	8.24	0.26	0.36
1.76	8.50	8.25	-0.20	0.19
1.77	8.50	8.25	-0.51	0.65
1.78	8.49	8.25	-1.00	0.31
1.79	8.48	8.26	-0.72	0.53
1.80	8.48	8.26	-0.94	0.12
1.81	8.47	8.26	-0.94	-0.01
1.82	8.46	8.26	-1.04	0.13
1.83	8.45	8.26	-1.19	0.54
1.84	8.44	8.27	-0.80	0.52
1.85	8.43	8.28	-0.27	0.63
1.86	8.43	8.28	-0.82	0.18
1.87	8.42	8.28	-0.55	0.22
1.88	8.41	8.28	-0.91	0.36
1.89	8.40	8.29	-1.22	0.19
1.90	8.39	8.29	-1.16	-0.03
1.91	8.38	8.29	-1.64	0.12
1.92	8.36	8.29	-1.86	-0.36
1.93	8.34	8.29	-1.83	-0.07
1.94	8.33	8.29	-1.80	0.16
1.95	8.31	8.29	-1.75	0.05
1.96	8.29	8.29	-2.00	0.26
1.97	8.27	8.29	-2.39	0.35
1.98	8.24	8.29	-2.34	0.30
1.99	8.22	8.30	-2.63	0.50
2.00	8.19	8.30	-2.67	0.19
2.01	8.17	8.30	-2.27	0.54
2.02	8.14	8.31	-2.34	0.81
2.03	8.12	8.32	-2.22	0.74
2.04	8.10	8.32	-1.89	0.58
2.05	8.08	8.33	-1.82	0.51
2.06	8.06	8.33	-1.44	0.51
2.07	8.05	8.34	-1.37	0.04
2.08	8.03	8.34	-1.64	0.10
2.09	8.02	8.34	-1.48	0.00
2.10	8.01	8.34	-1.10	0.03
2.11	8.00	8.34	-0.69	0.34
2.12	7.99	8.34	-0.73	0.06
2.13	7.98	8.34	-0.62	0.46
2.14	7.98	8.35	-0.63	0.73
2.15	7.97	8.36	-0.79	1.04
2.16	7.96	8.37	-0.77	0.83
2.17	7.95	8.37	-0.98	0.61
2.18	7.94	8.38	-1.01	0.42
2.19	7.93	8.38	-1.34	0.70
2.20	7.92	8.39	-1.50	0.62
2.21	7.91	8.40	-1.39	0.51
2.22	7.89	8.40	-1.67	0.73
2.23	7.87	8.41	-2.21	0.81
2.24	7.85	8.42	-2.30	0.87
2.25	7.83	8.43	-2.17	0.58
2.26	7.81	8.43	-2.09	0.95
2.27	7.79	8.44	-1.75	0.82
2.28	7.77	8.45	-1.72	0.55
2.29	7.75	8.45	-1.53	0.78
2.30	7.74	8.46	-1.53	0.94
2.31	7.72	8.47	-1.76	1.04
2.32	7.70	8.48	-1.77	0.86
2.33	7.68	8.49	-1.80	0.72
2.34	7.66	8.50	-2.21	0.85
2.35	7.64	8.51	-2.33	1.32
2.36	7.62	8.52	-2.33	1.23
2.37	7.60	8.53	-2.18	1.15
2.38	7.58	8.54	-1.44	1.24
2.39	7.56	8.55	-1.43	1.23
2.40	7.55	8.57	-1.18	1.05
2.41	7.54	8.58	-1.61	1.33
2.42	7.52	8.59	-1.55	1.57
2.43	7.51	8.60	-1.33	1.13
2.44	7.50	8.61	-1.24	0.74
2.45	7.48	8.62	-1.30	1.28
2.46	7.47	8.64	-1.30	1.09
2.47	7.46	8.65	-1.38	1.18
2.48	7.45	8.66	-1.08	1.09
2.49	7.44	8.67	-1.08	0.80
2.50	7.42	8.67	-0.95	0.88
2.51	7.42	8.69	-0.88	0.97
2.52	7.41	8.69	-0.92	1.01
2.53	7.40	8.70	-1.00	0.89
2.54	7.39	8.71	-1.54	1.20
2.55	7.37	8.73	-1.41	1.02
2.56	7.36	8.73	-1.16	0.82
2.57	7.35	8.74	-1.24	0.94
2.58	7.33	8.75	-1.17	1.02
2.59	7.32	8.76	-0.86	1.02
2.60	7.31	8.77	-0.88	0.80
2.61	7.31	8.78	-0.33	0.28
2.62	7.30	8.78	-0.26	0.45
2.63	7.30	8.79	-0.77	0.55
2.64	7.29	8.79	-1.13	0.50
2.65	7.28	8.80	-0.98	0.24
2.66	7.27	8.80	-0.69	0.45
2.67	7.26	8.80	-0.68	0.30
2.68	7.26	8.81	-0.20	0.22
2.69	7.26	8.81	-0.14	0.21
2.70	7.25	8.81	-0.54	0.60
2.71	7.25	8.82	-0.95	0.24
2.72	7.23	8.82	-1.59	0.33
2.73	7.22	8.82	-1.43	0.35
2.74	7.20	8.83	-1.44	0.34
2.75	7.19	8.83	-1.37	0.30
2.76	7.18	8.83	-0.92	0.03
2.77	7.17	8.83	-1.41	-0.20
2.78	7.15	8.83	-1.61	0.16
2.79	7.14	8.84	-1.53	0.46
2.80	7.12	8.84	-1.13	0.37
2.81	7.11	8.84	-1.16	0.13
2.82	7.10	8.85	-1.40	0.22
2.83	7.09	8.85	-0.86	0.31
2.84	7.08	8.85	-0.53	0.34
2.85	7.07	8.86	-0.76	0.18
2.86	7.07	8.86	-0.82	0.35
2.87	7.06	8.86	-0.88	0.30
2.88	7.05	8.86	-1.02	0.32
2.89	7.04	8.87	-1.04	0.27
2.90	7.03	8.87	-1.35	-0.07
2.91	7.01	8.87	-1.16	-0.41
2.92	7.00	8.86	-1.47	-0.54
2.93	6.98	8.86	-1.74	-0.36
2.94	6.97	8.85	-1.67	-0.56
2.95	6.95	8.85	-1.75	-0.46
2.96	6.93	8.84	-1.12	-0.68
2.97	6.92	8.83	-1.22	-0.67
2.98	6.91	8.83	-1.07	-0.39
2.99	6.90	8.82	-0.85	-0.92
3.00	6.89	8.81	-0.92	-0.82
3.01	6.88	8.80	-0.98	-1.34
3.02	6.87	8.79	-1.39	-1.18
3.03	6.86	8.78	-1.51	-1.03
3.04	6.84	8.77	-1.65	-0.77
3.05	6.82	8.76	-1.63	-1.31
3.06	6.81	8.74	-2.03	-1.67
3.07	6.79	8.73	-1.73	-1.46
3.08	6.77	8.72	-1.72	-0.95
3.09	6.75	8.71	-1.81	-0.75
3.10	6.73	8.70	-1.82	-0.83
3.11	6.72	8.69	-1.91	-0.71
3.12	6.70	8.68	-2.15	-0.75
3.13	6.67	8.68	-2.03	-0.18
3.14	6.65	8.68	-2.08	-0.16
3.15	6.63	8.68	-1.66	0.29
3.16	6.62	8.68	-1.61	0.25
3.17	6.60	8.68	-1.58	0.41
3.18	6.59	8.69	-1.59	0.32
3.19	6.57	8.69	-1.78	0.27
3.20	6.55	8.69	-1.40	0.23
3.21	6.54	8.69	-1.62	0.04
3.22	6.52	8.69	-1.80	0.14
3.23	6.50	8.70	-1.84	0.17
3.24	6.48	8.70	-1.76	0.17
3.25	6.47	8.70	-1.72	0.38
3.26	6.45	8.71	-1.47	0.67
3.27	6.43	8.72	-1.44	1.28
3.28	6.42	8.73	-1.59	1.29
3.29	6.40	8.74	-1.89	1.42
3.30	6.38	8.76	-1.49	1.53
3.31	6.37	8.77	-1.15	1.65
3.32	6.36	8.79	-1.18	1.51
3.33	6.35	8.80	-0.93	1.24
3.34	6.34	8.82	-1.06	1.27
3.35	6.33	8.83	-0.99	1.14
3.36	6.32	8.84	-1.02	1.19
3.37	6.30	8.85	-1.35	0.84
3.38	6.29	8.86	-0.65	0.88
3.39	6.29	8.87	-0.51	1.10
3.40	6.28	8.88	-0.72	1.18
3.41	6.28	8.89	-0.64	0.98
3.42	6.27	8.90	-0.19	1.08
3.43	6.27	8.91	-0.71	0.95
3.44	6.26	8.92	-0.91	0.39
3.45	6.25	8.92	-0.87	0.37
3.46	6.24	8.92	-1.12	0.13
3.47	6.23	8.92	-1.17	0.07
3.48	6.22	8.93	-0.96	-0.22
3.49	6.21	8.93	-0.91	0.32
3.50	6.20	8.93	-0.87	0.63
3.51	6.19	8.94	-0.82	1.00
3.52	6.18	8.95	-0.40	0.71
3.53	6.18	8.95	-0.41	0.39
3.54	6.18	8.96	-0.56	0.01
3.55	6.17	8.96	-0.32	-0.33
3.56	6.17	8.95	-0.31	-0.57
3.57	6.17	8.94	0.13	-0.89
3.58	6.17	8.94	-0.02	-1.00
3.59	6.17	8.92	-0.09	-0.94
3.60	6.17	8.92	0.00	-1.02
3.61	6.17	8.91	0.01	-0.34
3.62	6.17	8.91	0.17	0.04
3.63	6.17	8.91	0.47	-0.07
3.64	6.17	8.91	0.28	-0.10
3.65	6.18	8.91	0.47	0.08
3.66	6.18	8.91	0.61	0.07
3.67	6.19	8.91	0.85	0.28
3.68	6.20	8.91	0.89	0.16
3.69	6.21	8.91	1.59	0.09
3.70	6.23	8.91	1.53	-0.47
3.71	6.24	8.91	1.61	-0.35
3.72	6.26	8.90	1.43	-0.03
3.73	6.27	8.90	1.77	-0.08
3.74	6.29	8.90	1.79	-0.18
3.75	6.31	8.90	2.03	0.19
3.76	6.33	8.90	2.14	0.07
3.77	6.35	8.91	1.82	0.01
3.78	6.37	8.90	1.86	0.15
3.79	6.38	8.90	1.63	-0.22
3.80	6.40	8.90	1.10	-0.26
3.81	6.41	8.90	1.35	0.12
3.82	6.42	8.90	1.83	0.20
3.83	6.44	8.90	1.83	0.27
3.84	6.46	8.90	1.61	-0.25
3.85	6.48	8.90	1.41	0.13
3.86	6.49	8.91	1.46	0.32
3.87	6.50	8.91	1.72	0.12
3.88	6.52	8.91	2.14	0.31
3.89	6.54	8.92	1.94	0.72
3.90	6.56	8.93	1.88	0.99
3.91	6.58	8.94	2.21	1.00
3.92	6.61	8.95	2.24	1.07
3.93	6.63	8.96	2.36	0.95
3.94	6.65	8.97	2.24	1.07
3.95	6.67	8.97	2.53	0.82
3.96	6.70	8.98	2.57	0.79
3.97	6.73	8.99	2.79	0.46
3.98	6.76	9.00	2.92	0.85
3.99	6.79	9.00	3.05	0.50
4.00	6.81	9.01	2.87	0.43
4.01	6.84	9.01	3.00	0.25
4.02	6.87	9.02	2.49	0.56
4.03	6.89	9.02	2.28	0.91
4.04	6.92	9.03	2.15	0.66
4.05	6.94	9.04	2.18	0.83
4.06	6.96	9.05	1.82	1.15
4.07	6.98	9.06	1.89	1.38
4.08	7.00	9.08	2.17	1.65
4.09	7.02	9.09	2.08	1.99
4.10	7.04	9.12	2.52	2.05
4.11	7.07	9.14	2.76	2.39
4.12	7.10	9.16	2.46	2.24
4.13	7.12	9.18	2.30	2.32
4.14	7.14	9.21	2.46	2.22
4.15	7.17	9.23	2.71	2.47
4.16	7.19	9.26	2.40	2.67
4.17	7.22	9.28	1.99	2.48
4.18	7.24	9.31	2.74	2.66
4.19	7.27	9.33	2.93	2.72
4.20	7.30	9.36	2.93	2.82
4.21	7.33	9.39	2.99	2.36
4.22	7.36	9.41	3.31	1.78
4.23	7.39	9.43	3.57	2.03
4.24	7.43	9.45	3.27	1.93
4.25	7.46	9.47	3.12	1.88
4.26	7.49	9.49	3.35	1.84
4.27	7.52	9.50	3.12	1.71
4.28	7.56	9.52	3.26	1.98
4.29	7.59	9.54	3.14	2.30
4.30	7.62	9.56	2.84	1.72
4.31	7.64	9.58	2.33	1.65
4.32	7.67	9.59	2.33	1.17
4.33	7.69	9.61	2.41	1.18
4.34	7.71	9.62	2.47	1.10
4.35	7.74	9.63	2.73	0.84
4.36	7.77	9.64	2.39	1.03
4.37	7.79	9.65	2.50	0.99
4.38	7.82	9.65	2.81	0.47
4.39	7.84	9.66	2.78	0.34
4.40	7.87	9.66	2.71	0.43
4.41	7.90	9.66	2.53	0.45
4.42	7.92	9.67	2.29	0.29
4.43	7.95	9.67	2.11	0.22
4.44	7.97	9.68	2.14	0.71
4.45	7.99	9.68	2.28	0.43
4.46	8.01	9.68	2.30	0.42
4.47	8.03	9.69	1.87	0.07
4.48	8.05	9.69	1.56	0.16
4.49	8.06	9.69	1.60	-0.05
4.50	8.08	9.69	1.34	-0.15
4.51	8.09	9.69	1.64	-0.08
4.52	8.11	9.69	1.37	-0.24
4.53	8.12	9.68	1.50	-0.43
4.54	8.14	9.67	1.30	-1.05
4.55	8.15	9.66	1.24	-0.99
4.56	8.16	9.65	1.41	-1.57
4.57	8.18	9.64	1.54	-1.68
4.58	8.20	9.62	1.66	-1.84
4.59	8.21	9.60	1.63	-1.64
4.60	8.23	9.58	1.90	-1.73
4.61	8.24	9.57	1.43	-1.69
4.62	8.26	9.55	1.28	-1.89
4.63	8.27	9.53	1.37	-2.25
4.64	8.29	9.51	1.42	-1.83
4.65	8.30	9.49	1.31	-1.98
4.66	8.31	9.47	1.18	-2.00
4.67	8.32	9.45	1.19	-1.61
4.68	8.33	9.44	0.61	-1.34
4.69	8.34	9.42	0.44	-1.44
4.70	8.34	9.41	0.45	-1.47
4.71	8.35	9.39	0.42	-1.87
4.72	8.35	9.37	0.30	-1.93
4.73	8.36	9.35	0.59	-2.05
4.74	8.36	9.33	0.63	-2.06
4.75	8.37	9.31	0.61	-2.05
4.76	8.37	9.29	0.70	-1.90
4.77	8.38	9.27	1.07	-2.52
4.78	8.39	9.24	1.19	-2.91
4.79	8.41	9.21	1.12	-2.69
4.80	8.42	9.18	1.35	-2.63
4.81	8.43	9.15	1.49	-3.20
4.82	8.45	9.12	1.97	-3.44
4.83	8.47	9.09	1.83	-3.08
4.84	8.49	9.06	2.02	-3.19
4.85	8.51	9.03	1.84	-3.46
4.86	8.53	8.99	1.81	-3.21
4.87	8.54	8.96	1.78	-3.13
4.88	8.56	8.93	1.34	-3.17
4.89	8.57	8.90	1.22	-2.92
4.90	8.58	8.87	1.13	-2.85
4.91	8.59	8.84	0.90	-2.73
4.92	8.60	8.81	0.87	-2.98
4.93	8.61	8.78	0.69	-2.83
4.94	8.62	8.76	0.82	-2.46
4.95	8.63	8.73	0.63	-2.64
4.96	8.63	8.70	0.54	-2.74
4.97	8.64	8.67	1.04	-3.07
4.98	8.65	8.65	0.85	-2.81
4.99	8.66	8.62	0.92	-2.36
5.00	8.67	8.60	0.48	-2.43
5.01	8.67	8.57	0.69	-2.69
5.02	8.68	8.54	0.73	-2.61
5.03	8.69	8.52	0.74	-2.70
5.04	8.69	8.49	0.71	-2.41
5.05	8.70	8.47	0.39	-2.87
5.06	8.70	8.44	0.28	-2.69
5.07	8.70	8.41	0.03	-3.18
5.08	8.71	8.37	0.29	-3.14
5.09	8.70	8.34	-0.33	-3.47
5.10	8.70	8.31	-0.11	-3.47
5.11	8.70	8.27	-0.29	-3.10
5.12	8.70	8.24	-0.60	-2.85
5.13	8.69	8.22	-1.20	-2.73
5.14	8.68	8.19	-1.10	-2.81
5.15	8.66	8.16	-1.13	-3.09
5.16	8.65	8.13	-1.32	-3.51
5.17	8.64	8.09	-1.10	-3.35
5.18	8.63	8.06	-1.13	-3.77
5.19	8.62	8.02	-0.69	-3.34
5.20	8.61	7.99	-0.61	-2.92
5.21	8.60	7.96	-0.73	-3.06
5.22	8.60	7.93	-0.63	-3.19
5.23	8.59	7.90	-0.84	-2.63
5.24	8.58	7.87	-0.74	-2.86
5.25	8.57	7.84	-0.61	-3.17
5.26	8.57	7.81	-0.78	-3.06
5.27	8.56	7.78	-0.24	-2.91
5.28	8.56	7.75	-0.61	-3.00
5.29	8.55	7.72	-0.72	-3.16
5.30	8.54	7.69	-0.41	-2.86
5.31	8.54	7.66	-0.50	-2.88
5.32	8.53	7.63	-0.35	-2.89
5.33	8.53	7.61	-0.19	-2.43
5.34	8.53	7.58	-0.27	-2.84
5.35	8.53	7.55	-0.08	-2.91
5.36	8.53	7.52	0.24	-2.90
5.37	8.53	7.49	0.24	-3.23
5.38	8.53	7.46	-0.17	-3.37
5.39	8.53	7.43	-0.58	-3.06
5.40	8.53	7.40	-0.54	-2.99
5.41	8.52	7.36	-0.37	-3.30
5.42	8.52	7.33	-0.02	-2.71
5.43	8.52	7.31	-0.22	-2.26
5.44	8.52	7.29	0.07	-2.41
5.45	8.52	7.26	-0.10	-3.17
5.46	8.52	7.23	0.25	-2.86
5.47	8.52	7.20	0.07	-2.99
5.48	8.52	7.17	0.27	-2.81
5.49	8.52	7.14	-0.29	-2.92
5.50	8.52	7.11	-0.37	-2.71
5.51	8.52	7.08	0.26	-2.83
5.52	8.52	7.06	0.16	-2.86
5.53	8.52	7.03	0.61	-2.79
5.54	8.53	7.00	0.53	-2.44
5.55	8.53	6.98	0.48	-2.52
5.56	8.54	6.95	0.68	-2.63
5.57	8.54	6.92	0.44	-2.37
5.58	8.55	6.90	0.14	-2.47
5.59	8.55	6.88	0.11	-2.52
5.60	8.55	6.85	0.27	-2.43
5.61	8.55	6.83	0.05	-2.16
5.62	8.55	6.81	0.20	-2.25
5.63	8.55	6.79	-0.07	-1.71
5.64	8.55	6.77	-0.05	-1.79
5.65	8.55	6.75	-0.04	-1.63
5.66	8.55	6.74	-0.35	-1.51
5.67	8.55	6.72	0.02	-1.67
5.68	8.55	6.70	0.03	-2.01
5.69	8.55	6.68	0.04	-1.84
5.70	8.55	6.66	-0.13	-1.74
5.71	8.55	6.64	-0.07	-2.36
5.72	8.55	6.62	0.02	-2.35
5.73	8.55	6.60	0.45	-2.23
5.74	8.55	6.57	0.29	-2.47
5.75	8.56	6.55	0.29	-2.63
5.76	8.56	6.52	-0.02	-2.74
5.77	8.56	6.49	0.15	-3.08
5.78	8.56	6.46	0.22	-3.36
5.79	8.56	6.43	0.78	-3.37
5.80	8.57	6.39	0.72	-3.65
5.81	8.58	6.35	0.68	-3.89
5.82	8.58	6.32	0.46	-3.41
5.83	8.59	6.28	0.55	-3.46
5.84	8.59	6.25	0.37	-3.10
5.85	8.60	6.22	0.42	-3.36
5.86	8.60	6.18	0.31	-3.08
5.87	8.61	6.15	0.30	-3.29
5.88	8.61	6.12	0.42	-2.94
5.89	8.61	6.09	0.47	-2.49
5.90	8.62	6.07	0.32	-2.58
5.91	8.62	6.04	0.22	-2.44
5.92	8.62	6.02	0.07	-2.01
5.93	8.62	6.00	0.11	-1.84
5.94	8.62	5.98	-0.23	-1.55
5.95	8.62	5.97	-0.30	-1.36
5.96	8.62	5.96	0.16	-0.88
5.97	8.62	5.95	-0.27	-0.64
5.98	8.61	5.94	-0.26	-0.31
5.99	8.61	5.94	-0.27	-0.60
6.00	8.61	5.93	0.23	-0.84
6.01	8.61	5.92	0.12	-1.09
6.02	8.61	5.91	-0.11	-1.38
6.03	8.61	5.90	0.37	-1.49
6.04	8.62	5.88	0.04	-1.44
6.05	8.62	5.87	0.34	-1.62
6.06	8.62	5.85	0.31	-1.50
6.07	8.63	5.84	0.64	-1.49
6.08	8.63	5.82	0.33	-1.55
6.09	8.63	5.80	-0.08	-1.75
6.10	8.64	5.79	0.28	-1.51
6.11	8.64	5.77	0.27	-1.43
6.12	8.64	5.76	0.33	-1.65
6.13	8.65	5.74	0.32	-1.76
6.14	8.65	5.72	0.51	-1.87
6.15	8.66	5.70	0.39	-2.15
6.16	8.66	5.68	0.53	-2.28
6.17	8.67	5.66	0.35	-2.46
6.18	8.67	5.63	0.31	-2.52
6.19	8.67	5.61	0.37	-2.74
6.20	8.67	5.58	0.33	-2.45
6.21	8.68	5.56	0.52	-2.44
6.22	8.68	5.53	0.35	-2.40
6.23	8.68	5.51	-0.12	-2.52
6.24	8.68	5.48	-0.07	-2.33
6.25	8.68	5.46	-0.31	-2.13
6.26	8.68	5.44	-0.22	-2.01
6.27	8.68	5.42	-0.44	-2.04
6.28	8.67	5.40	0.01	-1.71
6.29	8.68	5.39	0.51	-1.24
6.30	8.68	5.37	0.44	-1.31
6.31	8.69	5.36	0.50	-1.32
6.32	8.69	5.35	0.82	-0.99
6.33	8.70	5.34	0.77	-0.89
6.34	8.71	5.33	0.49	-0.94
6.35	8.71	5.32	0.40	-0.91
6.36	8.72	5.31	0.41	-1.10
6.37	8.72	5.30	0.29	-1.35
6.38	8.72	5.29	0.20	-1.15
6.39	8.73	5.28	0.21	-1.25
6.40	8.73	5.26	-0.04	-1.13
6.41	8.73	5.25	0.28	-1.22
6.42	8.73	5.24	0.02	-1.04
6.43	8.73	5.23	0.11	-0.85
6.44	8.73	5.22	0.21	-0.44
6.45	8.73	5.22	0.06	-0.55
6.46	8.74	5.22	0.45	-0.65
6.47	8.74	5.21	0.32	-0.65
6.48	8.74	5.20	0.33	-0.71
6.49	8.75	5.19	0.70	-0.84
6.50	8.76	5.18	0.69	-0.95
6.51	8.76	5.17	0.58	-1.03
6.52	8.77	5.16	0.46	-1.03
6.53	8.77	5.15	0.25	-1.18
6.54	8.78	5.14	0.66	-0.87
6.55	8.78	5.13	0.90	-0.98
6.56	8.79	5.12	0.91	-0.54
6.57	8.80	5.12	0.35	-0.86
6.58	8.80	5.11	0.41	-0.95
6.59	8.81	5.10	0.44	-1.40
6.60	8.81	5.08	0.19	-1.47
6.61	8.81	5.07	-0.10	-1.24
6.62	8.81	5.05	-0.32	-1.57
6.63	8.80	5.04	-0.09	-1.10
6.64	8.80	5.03	-0.27	-1.36
6.65	8.80	5.01	-0.21	-1.20
6.66	8.79	5.00	-0.23	-0.99
6.67	8.79	4.99	-0.61	-1.17
6.68	8.78	4.98	-0.98	-0.86
